Level,Series ref: CPIQ,Description,Quarter,Weight,Index number
Class,SE904503,Solid fuels,2006Q4,0.13,741.142444
Class,SE905101,Furniture and furnishings,2006Q4,1.6,1092.672414
Class,SE905102,Carpets and other floor coverings,2006Q4,0.49,885.8131488
Class,SE905200,Household textiles,2006Q4,0.52,953.307393
Class,SE905301,Major household appliances,2006Q4,0.88,1084.061135
Class,SE905302,Small electrical household appliances,2006Q4,0.15,1171.528588
Class,SE905303,Repair and hire of household appliances,2006Q4,0.13,744.1054092
Class,SE905400,"Glassware, tableware, and household utensils",2006Q4,0.35,1003.996004
Class,SE905501,Major tools and equipment for the house and garden,2006Q4,0.18,889.6797153
Class,SE905502,Small tools and accessories for the house and garden,2006Q4,0.27,903.1390135
Class,SE905601,Cleaning products and other household supplies,2006Q4,0.78,1087.048832
Class,SE905602,Other household services,2006Q4,0.16,719.4602273
Class,SE906101,Pharmaceutical products,2006Q4,0.73,965.7258065
Class,SE906102,Other medical products,2006Q4,0.04,865.4173765
Class,SE906103,Therapeutic appliances and equipment,2006Q4,0.33,941.8931584
Class,SE906201,Medical services,2006Q4,2.01,737.0426829
Class,SE906202,Dental services,2006Q4,0.89,684.5238095
Class,SE906203,Paramedical services,2006Q4,0.47,754.147813
Class,SE906300,Hospital services,2006Q4,0.71,687.5407697
Class,SE907101,Purchase of new motor cars,2006Q4,1.65,1073.304158
Class,SE907102,Purchase of second-hand motor cars,2006Q4,3.16,871.6094033
Class,SE907103,Purchase of motorcycles,2006Q4,0.19,1066.950053
Class,SE907104,Purchase of bicycles,2006Q4,0.06,1267.484663
Class,SE907201,Vehicle parts and accessories,2006Q4,0.73,788.2534776
Class,SE907202,Petrol,2006Q4,4.5,750.8928571
Class,SE907203,Other vehicle fuels and lubricants,2006Q4,0.36,841.3021363
Class,SE907204,Vehicle servicing and repairs,2006Q4,1.5,748.3492296
Class,SE907205,Other private transport services,2006Q4,1.22,1099.886493
Class,SE907301,Rail passenger transport,2006Q4,0.09,690.8752328
Class,SE907302,Road passenger transport,2006Q4,0.48,797.8803936
Class,SE907303,Domestic air transport,2006Q4,0.75,986.5384615
Class,SE907304,International air transport,2006Q4,1.49,1254.275941
Class,SE907305,Sea passenger transport,2006Q4,0.11,922.4872232
Class,SE908100,Postal services,2006Q4,0.16,673.3067729
Class,SE908200,Telecommunication equipment,2006Q4,0.13,10928.57143
Class,SE908300,Telecommunication services,2006Q4,2.94,1322.751323
Class,SE909101,Audio-visual equipment,2006Q4,0.87,6423.611111
Class,SE909102,Computing equipment,2006Q4,0.46,3412.18638
Class,SE909103,Recording media,2006Q4,0.39,1405.172414
Class,SE909200,Major recreational and cultural equipment,2006Q4,0.42,834.8472337
Class,SE909301,"Games, toys, and hobbies",2006Q4,0.36,1355.955679
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2006Q4,0.47,1099.118943
Class,SE909303,"Plants, flowers, and gardening supplies",2006Q4,0.59,838.2944489
Class,SE909304,Pet-related products,2006Q4,0.59,720.880682
Class,SE909401,Recreational and sporting services,2006Q4,1.03,777.1863118
Class,SE909402,Cultural services,2006Q4,1.61,820.2802968
Class,SE909403,Veterinary services,2006Q4,0.25,716.5738162
Class,SE909501,Books,2006Q4,0.47,899.9144568
Class,SE909502,Newspapers and magazines,2006Q4,0.89,643.9725172
Class,SE909504,Stationery and drawing materials,2006Q4,0.28,842.519685
Class,SE909600,Accommodation services,2006Q4,0.69,835.4632588
Class,SE909700,Package holidays,2006Q4,0.93,1110.119048
Class,SE910100,Early childhood education,2006Q4,0.35,1129.650507
Class,SE910200,Primary and secondary education,2006Q4,0.7,614.62815
Class,SE910300,Tertiary and other post school education,2006Q4,1.03,664.4518272
Class,SE911101,Hairdressing and personal grooming services,2006Q4,0.69,754.398827
Class,SE911102,Electrical appliances for personal care,2006Q4,0.02,1199.530516
Class,SE911103,"Other appliances, articles, and products for personal care",2006Q4,1.43,1028.92562
Class,SE911301,Jewellery and watches,2006Q4,0.39,651.3931889
Class,SE911302,Other personal effects,2006Q4,0.22,1099.459459
Class,SE911401,Life insurance,2006Q4,0.69,895.2551477
Class,SE911402,Dwelling insurance,2006Q4,0.19,291.1355736
Class,SE911403,Contents insurance,2006Q4,0.25,687.6712329
Class,SE911404,Health insurance,2006Q4,0.19,516.9867061
Class,SE911405,Vehicle insurance,2006Q4,0.38,813.8211382
Class,SE911501,Credit services,2006Q4,0.75,1068.817204
Class,SE911601,Vocational services,2006Q4,0.3,779.2894936
Class,SE911602,Professional services,2006Q4,0.36,587.3842593
Class,SE911603,Real estate services,2006Q4,1.13,660.8527132
Class,SE911604,Other miscellaneous services not elsewhere classified,2006Q4,0.2,763.1389489
All groups,SE9A,All groups CPI,2007Q1,100,823.817292
Group,SE901,Food,2007Q1,17.82,787.2340426
Group,SE902,Alcoholic beverages and tobacco,2007Q1,7.35,648.0201131
Group,SE903,Clothing and footwear,2007Q1,4.66,993.987976
Group,SE904,Housing and household utilities,2007Q1,20.6,721.5277778
Group,SE905,Household contents and services,2007Q1,5.43,995.0199203
Group,SE906,Health,2007Q1,5.21,768.9364958
Group,SE907,Transport,2007Q1,16.16,884.2203548
Group,SE908,Communication,2007Q1,3.22,1411.598303
Group,SE909,Recreation and culture,2007Q1,10.18,1056.663169
Group,SE910,Education,2007Q1,2.13,719.5546277
Group,SE911,Miscellaneous goods and services,2007Q1,7.23,800.156128
Subgroup,SE9011,Fruit and vegetables,2007Q1,2.39,718.4020956
Subgroup,SE9012,"Meat, poultry, and fish",2007Q1,2.99,830.7453416
Subgroup,SE9013,Grocery food,2007Q1,6.69,808.988764
Subgroup,SE9014,Non-alcoholic beverages,2007Q1,1.65,799.0654206
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2007Q1,4.1,763.7444279
Subgroup,SE9021,Alcoholic beverages,2007Q1,5.05,861.4609572
Subgroup,SE9022,Cigarettes and tobacco,2007Q1,2.3,381.3714705
Subgroup,SE9031,Clothing,2007Q1,3.9,989.0764647
Subgroup,SE9032,Footwear,2007Q1,0.77,1011.458333
Subgroup,SE9041,Actual rentals for housing,2007Q1,6.94,805.6872038
Subgroup,SE9042,Home ownership,2007Q1,4.82,667.0926518
Subgroup,SE9043,Property maintenance,2007Q1,2.3,733.7570621
Subgroup,SE9044,Property rates and related services,2007Q1,2.61,613.5458167
Subgroup,SE9045,Household energy,2007Q1,3.94,691.186216
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2007Q1,2.06,1020.325203
Subgroup,SE9052,Household textiles,2007Q1,0.52,958.1712062
Subgroup,SE9053,Household appliances,2007Q1,1.15,1052.631579
Subgroup,SE9054,"Glassware, tableware, and household utensils",2007Q1,0.34,966.033966
Subgroup,SE9055,Tools and equipment for house and garden,2007Q1,0.45,898.3957219
Subgroup,SE9056,Other household supplies and services,2007Q1,0.92,971.0144928
Subgroup,SE9061,"Medical products, appliances, and equipment",2007Q1,1.1,964.6365422
Subgroup,SE9062,Out-patient services,2007Q1,3.4,732.4561404
Subgroup,SE9063,Hospital services,2007Q1,0.71,690.1500326
Subgroup,SE9071,Purchase of vehicles,2007Q1,5.06,953.125
Subgroup,SE9072,Private transport supplies and services,2007Q1,8.32,808.3778966
Subgroup,SE9073,Passenger transport services,2007Q1,2.77,1024.9501
Subgroup,SE9081,Postal services,2007Q1,0.16,674.6347942
Subgroup,SE9082,Telecommunication equipment,2007Q1,0.12,10250
Subgroup,SE9083,Telecommunication services,2007Q1,2.94,1328.042328
Subgroup,SE9091,Audio-visual and computing equipment,2007Q1,1.64,3709.016393
Subgroup,SE9092,Major recreational and cultural equipment,2007Q1,0.43,841.4533443
Subgroup,SE9093,Other recreational equipment and supplies,2007Q1,2,936.6262815
Subgroup,SE9094,Recreational and cultural services,2007Q1,2.9,800.6304177
Subgroup,SE9095,"Newspapers, books, and stationery",2007Q1,1.59,738.4393064
Subgroup,SE9096,Accommodation services,2007Q1,0.7,853.0351438
Subgroup,SE9097,Package holidays,2007Q1,0.92,1108.134921
Subgroup,SE9101,Early childhood education,2007Q1,0.35,1139.797069
Subgroup,SE9102,Primary and secondary education,2007Q1,0.74,658.8813768
Subgroup,SE9103,Tertiary and other post school education,2007Q1,1.04,675.7475083
Subgroup,SE9111,Personal care,2007Q1,2.14,933.5180055
Subgroup,SE9113,Personal effects,2007Q1,0.62,782.4175824
Subgroup,SE9114,Insurance,2007Q1,1.7,694.3681319
Subgroup,SE9115,Credit services,2007Q1,0.74,1062.365591
Subgroup,SE9116,Other miscellaneous services,2007Q1,2.03,716.1334241
Class,SE901101,Fruit,2007Q1,1.12,834.0807175
Class,SE901102,Vegetables,2007Q1,1.27,640.9060626
Class,SE901201,Meat and poultry,2007Q1,2.64,843.2601881
Class,SE901202,Fish and other seafood,2007Q1,0.35,772.5903614
Class,SE901301,Bread and cereals,2007Q1,2.03,864.6362098
Class,SE901302,"Milk, cheese, and eggs",2007Q1,1.46,723.4206471
Class,SE901303,Oils and fats,2007Q1,0.31,693.1359354
Class,SE901304,Food additives and condiments,2007Q1,0.47,871.8381113
Class,SE901305,"Confectionery, nuts, and snacks",2007Q1,1.69,828
Class,SE901306,Other grocery food,2007Q1,0.72,834.8106366
Class,SE901401,"Coffee, tea, and other hot drinks",2007Q1,0.32,789.2271663
Class,SE901402,"Soft drinks, waters, and juices",2007Q1,1.33,802.0265004
Class,SE901501,Restaurant meals,2007Q1,1.81,775
Class,SE901502,Ready-to-eat food,2007Q1,2.29,754.3859649
Class,SE902101,Beer,2007Q1,2.2,787.037037
Class,SE902102,Wine,2007Q1,1.54,993.2432432
Class,SE902103,Spirits and liqueurs,2007Q1,1.31,829.7188755
Class,SE902200,Cigarettes and tobacco,2007Q1,2.3,381.3714705
Class,SE903102,Men's clothing,2007Q1,1.05,1058.88651
Class,SE903103,Women's clothing,2007Q1,1.97,980.3149606
Class,SE903104,Children's and infants' clothing,2007Q1,0.72,974.5596869
Class,SE903106,Knitting and sewing supplies,2007Q1,0.07,931.8181818
Class,SE903107,Clothing services,2007Q1,0.08,695.7950066
Class,SE903202,Men's footwear,2007Q1,0.23,1142.857143
Class,SE903203,Women's footwear,2007Q1,0.42,986.0557769
Class,SE903204,Children's and infants' footwear,2007Q1,0.11,946.7871486
Class,SE904101,Actual rentals for housing,2007Q1,6.94,805.6872038
Class,SE904201,Purchase of new housing,2007Q1,4.82,667.0926518
Class,SE904301,Property maintenance materials,2007Q1,0.63,766.6163142
Class,SE904302,Property maintenance services,2007Q1,1.67,725.7617729
Class,SE904401,Water supply,2007Q1,0.18,708.2245431
Class,SE904402,Refuse disposal and recycling,2007Q1,0.14,576.3397371
Class,SE904403,Local authority rates and payments,2007Q1,2.29,605.4114994
Class,SE904501,Electricity,2007Q1,3.38,682.8947368
Class,SE904502,Gas,2007Q1,0.43,751.0373444
Class,SE904503,Solid fuels,2007Q1,0.13,741.142444
Class,SE905101,Furniture and furnishings,2007Q1,1.57,1075.431034
Class,SE905102,Carpets and other floor coverings,2007Q1,0.49,886.6782007
Class,SE905200,Household textiles,2007Q1,0.52,958.1712062
Class,SE905301,Major household appliances,2007Q1,0.87,1076.419214
Class,SE905302,Small electrical household appliances,2007Q1,0.14,1148.191365
Class,SE905303,Repair and hire of household appliances,2007Q1,0.14,773.2316227
Class,SE905400,"Glassware, tableware, and household utensils",2007Q1,0.34,966.033966
Class,SE905501,Major tools and equipment for the house and garden,2007Q1,0.18,903.9145907
Class,SE905502,Small tools and accessories for the house and garden,2007Q1,0.27,899.5515695
Class,SE905601,Cleaning products and other household supplies,2007Q1,0.76,1063.694268
Class,SE905602,Other household services,2007Q1,0.16,722.3011364
Class,SE906101,Pharmaceutical products,2007Q1,0.74,975.8064516
Class,SE906102,Other medical products,2007Q1,0.04,873.0834753
Class,SE906103,Therapeutic appliances and equipment,2007Q1,0.33,944.7047798
Class,SE906201,Medical services,2007Q1,2.03,746.1890244
Class,SE906202,Dental services,2007Q1,0.9,699.7354497
Class,SE906203,Paramedical services,2007Q1,0.46,754.147813
Class,SE906300,Hospital services,2007Q1,0.71,690.1500326
Class,SE907101,Purchase of new motor cars,2007Q1,1.64,1072.210066
Class,SE907102,Purchase of second-hand motor cars,2007Q1,3.17,877.9385172
Class,SE907103,Purchase of motorcycles,2007Q1,0.19,1054.197662
Class,SE907104,Purchase of bicycles,2007Q1,0.06,1271.165644
Class,SE907201,Vehicle parts and accessories,2007Q1,0.73,795.9814529
Class,SE907202,Petrol,2007Q1,4.51,757.1428571
Class,SE907203,Other vehicle fuels and lubricants,2007Q1,0.34,806.7141404
Class,SE907204,Vehicle servicing and repairs,2007Q1,1.51,758.6206897
Class,SE907205,Other private transport services,2007Q1,1.22,1107.832009
Class,SE907301,Rail passenger transport,2007Q1,0.09,699.5654873
Class,SE907302,Road passenger transport,2007Q1,0.48,804.6934141
Class,SE907303,Domestic air transport,2007Q1,0.73,970.1923077
Class,SE907304,International air transport,2007Q1,1.37,1156.214367
Class,SE907305,Sea passenger transport,2007Q1,0.11,922.4872232
Class,SE908100,Postal services,2007Q1,0.16,674.6347942
Class,SE908200,Telecommunication equipment,2007Q1,0.12,10250
Class,SE908300,Telecommunication services,2007Q1,2.94,1328.042328
Class,SE909101,Audio-visual equipment,2007Q1,0.82,6104.166667
Class,SE909102,Computing equipment,2007Q1,0.44,3286.738351
Class,SE909103,Recording media,2007Q1,0.38,1369.252874
Class,SE909200,Major recreational and cultural equipment,2007Q1,0.43,841.4533443
Class,SE909301,"Games, toys, and hobbies",2007Q1,0.35,1331.024931
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2007Q1,0.46,1091.409692
Class,SE909303,"Plants, flowers, and gardening supplies",2007Q1,0.59,835.8809332
Class,SE909304,Pet-related products,2007Q1,0.59,719.460227
Class,SE909401,Recreational and sporting services,2007Q1,1.04,786.3117871
Class,SE909402,Cultural services,2007Q1,1.61,823.577906
Class,SE909403,Veterinary services,2007Q1,0.25,733.9832869
Class,SE909501,Books,2007Q1,0.47,902.4807528
Class,SE909502,Newspapers and magazines,2007Q1,0.89,648.3447845
Class,SE909504,Stationery and drawing materials,2007Q1,0.24,719.6850394
Class,SE909600,Accommodation services,2007Q1,0.7,853.0351438
Class,SE909700,Package holidays,2007Q1,0.92,1108.134921
Class,SE910100,Early childhood education,2007Q1,0.35,1139.797069
Class,SE910200,Primary and secondary education,2007Q1,0.74,658.8813768
Class,SE910300,Tertiary and other post school education,2007Q1,1.04,675.7475083
Class,SE911101,Hairdressing and personal grooming services,2007Q1,0.69,757.3313783
Class,SE911102,Electrical appliances for personal care,2007Q1,0.02,1157.276995
Class,SE911103,"Other appliances, articles, and products for personal care",2007Q1,1.43,1034.090909
Class,SE911301,Jewellery and watches,2007Q1,0.41,686.6873065
Class,SE911302,Other personal effects,2007Q1,0.21,1080
Class,SE911401,Life insurance,2007Q1,0.69,899.7314235
Class,SE911402,Dwelling insurance,2007Q1,0.19,296.3499421
Class,SE911403,Contents insurance,2007Q1,0.25,687.6712329
Class,SE911404,Health insurance,2007Q1,0.19,516.9867061
Class,SE911405,Vehicle insurance,2007Q1,0.37,813.8211382
Class,SE911501,Credit services,2007Q1,0.74,1062.365591
Class,SE911601,Vocational services,2007Q1,0.31,790.6273621
Class,SE911602,Professional services,2007Q1,0.36,598.3796296
Class,SE911603,Real estate services,2007Q1,1.17,683.4625323
Class,SE911604,Other miscellaneous services not elsewhere classified,2007Q1,0.2,766.7386609
All groups,SE9A,All groups CPI,2007Q2,100,831.9738989
Group,SE901,Food,2007Q2,17.74,791.0334347
Group,SE902,Alcoholic beverages and tobacco,2007Q2,7.31,649.9057197
Group,SE903,Clothing and footwear,2007Q2,4.66,1003.006012
Group,SE904,Housing and household utilities,2007Q2,20.66,730.5555556
Group,SE905,Household contents and services,2007Q2,5.45,1006.972112
Group,SE906,Health,2007Q2,5.26,783.4736037
Group,SE907,Transport,2007Q2,16.4,905.6956116
Group,SE908,Communication,2007Q2,3.21,1417.256011
Group,SE909,Recreation and culture,2007Q2,10,1048.268625
Group,SE910,Education,2007Q2,2.11,718.1628392
Group,SE911,Miscellaneous goods and services,2007Q2,7.22,806.401249
Subgroup,SE9011,Fruit and vegetables,2007Q2,2.36,715.7825802
Subgroup,SE9012,"Meat, poultry, and fish",2007Q2,3.02,846.2732919
Subgroup,SE9013,Grocery food,2007Q2,6.61,807.3836276
Subgroup,SE9014,Non-alcoholic beverages,2007Q2,1.65,805.2959502
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2007Q2,4.11,771.1738484
Subgroup,SE9021,Alcoholic beverages,2007Q2,5.03,865.65911
Subgroup,SE9022,Cigarettes and tobacco,2007Q2,2.28,381.7381738
Subgroup,SE9031,Clothing,2007Q2,3.89,997.020854
Subgroup,SE9032,Footwear,2007Q2,0.77,1022.916667
Subgroup,SE9041,Actual rentals for housing,2007Q2,6.91,810.4265403
Subgroup,SE9042,Home ownership,2007Q2,4.85,677.9552716
Subgroup,SE9043,Property maintenance,2007Q2,2.3,742.2316384
Subgroup,SE9044,Property rates and related services,2007Q2,2.58,614.1149687
Subgroup,SE9045,Household energy,2007Q2,4.01,709.0788602
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2007Q2,2.08,1038.617886
Subgroup,SE9052,Household textiles,2007Q2,0.51,951.3618677
Subgroup,SE9053,Household appliances,2007Q2,1.14,1055.789474
Subgroup,SE9054,"Glassware, tableware, and household utensils",2007Q2,0.34,990.00999
Subgroup,SE9055,Tools and equipment for house and garden,2007Q2,0.45,907.3083779
Subgroup,SE9056,Other household supplies and services,2007Q2,0.93,986.47343
Subgroup,SE9061,"Medical products, appliances, and equipment",2007Q2,1.1,970.5304519
Subgroup,SE9062,Out-patient services,2007Q2,3.45,750.7309942
Subgroup,SE9063,Hospital services,2007Q2,0.71,696.0208741
Subgroup,SE9071,Purchase of vehicles,2007Q2,5.05,958.984375
Subgroup,SE9072,Private transport supplies and services,2007Q2,8.63,846.7023173
Subgroup,SE9073,Passenger transport services,2007Q2,2.72,1012.974052
Subgroup,SE9081,Postal services,2007Q2,0.16,682.6029216
Subgroup,SE9082,Telecommunication equipment,2007Q2,0.12,9559.52381
Subgroup,SE9083,Telecommunication services,2007Q2,2.93,1337.301587
Subgroup,SE9091,Audio-visual and computing equipment,2007Q2,1.57,3586.065574
Subgroup,SE9092,Major recreational and cultural equipment,2007Q2,0.42,846.4079273
Subgroup,SE9093,Other recreational equipment and supplies,2007Q2,1.98,940.3541473
Subgroup,SE9094,Recreational and cultural services,2007Q2,2.88,802.9944838
Subgroup,SE9095,"Newspapers, books, and stationery",2007Q2,1.63,763.7283237
